Escola,Sexo,idade,TP_Moradia,Tamanho_Familia,Situacao_Pais,Educacao_Mae,Educacao_Pai,Trabalho_Mae,Trabalho_Pai,Motivo_Escolha_Escolar,Responsavel_Legal,Tempo_ida_Escola,Tempo_Estudo_Semanal,Apoio_Educacao_Extra,Apoio_Educacao_Pais,Aulas_Particulares,Ativ_Extracurricular,Frequentou_Creche,Quer_Fazer_Graduacao,Tem_Internet,Esta_Namorando,Boa_Convivencia_Familia,Tempo_Livre_Apos_Escola,Tempo_com_Amigos,Alcool_Dia_Util,Alcool_Fim_Semana,Estado_Saude,Falta_Escolar,Nota_1Semestre,Nota_2Semestre
Gabriel Pereira,Homem,17,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Reputação,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Não,Não,Ruim,Baixo,Baixo,Moderado,Moderado,Muito Bom,14,9,8
Gabriel Pereira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Mãe,30 min a 1h,"Até 2h,",Não,Sim,Não,Sim,Não,Sim,Não,Não,Excelente,Baixo,Muito Alto,Muito Baixo,Muito Alto,Bom,6,11,10
Gabriel Pereira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,other,Preferência pelo Curso,Mãe,30 min a 1h,"Até 2h,",Não,Não,Não,Não,Não,Sim,Não,Não,Bom,Baixo,Baixo,Muito Baixo,Baixo,Razoavel,4,12,10
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,Serviços,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Muito Alto,Muito Alto,Alto,Alto,Muito Bom,0,10,10
Gabriel Pereira,Homem,16,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Saúde,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Não,Sim,Sim,Não,Bom,Alto,Muito Alto,Moderado,Muito Alto,Muito Bom,0,9,8
Gabriel Pereira,Homem,17,Rural,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Razoavel,Moderado,Baixo,Baixo,Baixo,Muito Bom,8,8,8
Gabriel Pereira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Alto,Alto,Muito Baixo,Alto,Razoavel,4,7,6
Gabriel Pereira,Homem,15,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Não,Não,Sim,Sim,Sim,Não,Não,Bom,Alto,Alto,Baixo,Alto,Muito Bom,2,8,9
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Médio,Do Lar,Serviços,Preferência pelo Curso,Pai,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Não,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Alto,Ruim,2,9,8
Gabriel Pereira,Homem,17,Rural,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,Serviços,Preferência pelo Curso,Mãe,Mais de 1h,2 a 5h,Não,Não,Não,Sim,Sim,Não,Não,Sim,Excelente,Moderado,Muito Alto,Muito Baixo,Muito Alto,Muito Bom,0,8,8
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Serviços,Serviços,Preferência pelo Curso,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Sim,Não,Não,Não,Não,Bom,Muito Alto,Baixo,Muito Baixo,Muito Baixo,Ruim,10,8,7
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Não,Sim,Não,Bom,Moderado,Muito Alto,Baixo,Alto,Bom,0,9,10
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,Saúde,Serviços,Perto de Casa,Pai,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Bom,Baixo,Moderado,Muito Baixo,Muito Baixo,Razoavel,0,17,17
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Não,Excelente,Muito Baixo,Muito Alto,Muito Baixo,Muito Baixo,Bom,0,12,12
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Saúde,Saúde,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Bom,Alto,Baixo,Muito Baixo,Muito Baixo,Razoavel,0,16,16
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Superior,other,other,Preferência pelo Curso,Pai,30 min a 1h,"Até 2h,",Não,Sim,Não,Sim,Não,Sim,Sim,Não,Razoavel,Alto,Muito Alto,Baixo,Alto,Ruim,4,9,9
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Nenhuma,other,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Baixo,Muito Baixo,Muito Baixo,Razoavel,0,16,17
Gabriel Pereira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Alto,Alto,Muito Baixo,Moderado,Muito Bom,0,11,9
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Médio,Do Lar,Serviços,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Bom,Moderado,Muito Alto,Muito Baixo,Muito Baixo,Razoavel,0,14,13
Gabriel Pereira,Mulher,16,Urbano,Até 3,Morando Juntos,Ensino Médio,Ensino Médio,other,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Alto,Muito Alto,Muito Baixo,Muito Baixo,Bom,0,14,14
Gabriel Pereira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Bom,Alto,Alto,Alto,Alto,Bom,0,10,11
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Não,Razoavel,Alto,Alto,Muito Baixo,Alto,Muito Bom,0,13,12
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,other,Reputação,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Não,Bom,Moderado,Alto,Muito Baixo,Alto,Bom,4,11,9
Gabriel Pereira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Fundamental 2,Professor,Serviços,Outro,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Moderado,Moderado,Alto,Razoavel,8,10,9
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,other,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Excelente,Baixo,Moderado,Muito Baixo,Muito Baixo,Ruim,4,11,11
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Razoavel,Alto,Moderado,Baixo,Moderado,Razoavel,4,11,10
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Baixo,Moderado,Muito Baixo,Baixo,Razoavel,0,11,12
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Superior,Serviços,Serviços,Reputação,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Excelente,Alto,Baixo,Baixo,Moderado,Muito Bom,0,17,18
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Médio,Ensino Médio,other,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Moderado,Moderado,Baixo,Moderado,Muito Ruim,32,14,13
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Muito Ruim,Baixo,Baixo,Muito Baixo,Baixo,Muito Ruim,8,14,15
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Serviços,Outro,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Alto,Baixo,Moderado,Bom,6,11,13
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Serviços,Serviços,Outro,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Razoavel,Moderado,Moderado,Muito Baixo,Baixo,Razoavel,0,10,9
Gabriel Pereira,Homem,16,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Baixo,Moderado,Muito Baixo,Baixo,Muito Bom,0,13,14
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Separados,Ensino Médio,Ensino Médio,Saúde,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Razoavel,Moderado,Moderado,Muito Baixo,Moderado,Razoavel,10,12,13
Gabriel Pereira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Não,Não,Razoavel,Muito Baixo,Moderado,Muito Baixo,Muito Alto,Razoavel,6,9,9
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Serviços,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Ruim,6,12,12
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Muito Baixo,Razoavel,0,12,11
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 2,Do Lar,Serviços,Outro,Outro,15 a 30 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Não,Bom,Alto,Alto,Alto,Muito Alto,Muito Bom,16,10,11
Gabriel Pereira,Homem,16,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Serviços,Reputação,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Baixo,Moderado,Alto,Muito Bom,0,11,10
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,other,other,Perto de Casa,Pai,15 a 30 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Muito Baixo,Razoavel,0,13,12
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Superior,Serviços,Serviços,Preferência pelo Curso,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Baixo,Muito Baixo,Muito Baixo,Muito Bom,8,14,15
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Serviços,Professor,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Não,Excelente,Baixo,Moderado,Muito Baixo,Baixo,Muito Bom,4,13,13
Gabriel Pereira,Homem,16,Rural,Até 3,Morando Juntos,Ensino Médio,Ensino Médio,Professor,other,Perto de Casa,Pai,30 min a 1h,"Até 2h,",Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Razoavel,Moderado,Alto,Moderado,Muito Alto,Razoavel,16,10,11
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Serviços,Professor,Perto de Casa,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Baixo,Alto,Baixo,Moderado,Ruim,30,14,15
Gabriel Pereira,Mulher,16,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Professor,Reputação,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Muito Alto,Baixo,Muito Baixo,Baixo,Razoavel,0,11,10
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Saúde,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Muito Alto,Muito Baixo,Muito Alto,Ruim,2,14,14
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,other,other,Reputação,Mãe,Até 15 min,2 a 5h,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Bom,Alto,Moderado,Muito Baixo,Moderado,Bom,4,11,12
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Não,Não,Bom,Alto,Alto,Muito Baixo,Moderado,Muito Ruim,0,14,15
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Reputação,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Sim,Não,Excelente,Moderado,Baixo,Muito Baixo,Baixo,Razoavel,21,13,13
Gabriel Pereira,Mulher,16,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,Serviços,Reputação,Mãe,15 a 30 min,Mais de 10h,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Excelente,Moderado,Muito Alto,Muito Baixo,Muito Baixo,Muito Bom,6,13,13
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Superior,Do Lar,Serviços,Perto de Casa,Mãe,Até 15 min,5 a 10h,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Bom,Alto,Moderado,Moderado,Alto,Muito Bom,14,8,9
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Separados,Ensino Médio,Ensino Fundamental 1,Serviços,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Ruim,Moderado,Moderado,Baixo,Baixo,Bom,2,11,11
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,other,Outro,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Muito Ruim,Moderado,Baixo,Muito Baixo,Muito Baixo,Muito Ruim,4,14,15
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Perto de Casa,Mãe,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Não,Não,Bom,Moderado,Baixo,Muito Baixo,Alto,Muito Bom,2,12,13
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,Professor,other,Reputação,Mãe,15 a 30 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Alto,Baixo,Muito Baixo,Muito Baixo,Bom,0,11,12
Gabriel Pereira,Mulher,19,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Médio,other,other,Reputação,Outro,Até 15 min,Mais de 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Baixo,Razoavel,4,12,12
Gabriel Pereira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Serviços,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Excelente,Moderado,Muito Alto,Alto,Muito Alto,Razoavel,15,13,12
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Separados,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Reputação,Mãe,Até 15 min,2 a 5h,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Razoavel,Moderado,Alto,Muito Baixo,Muito Baixo,Bom,0,13,13
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Serviços,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Alto,Alto,Baixo,Alto,Muito Bom,10,12,11
Gabriel Pereira,Mulher,17,Rural,Até 3,Morando Juntos,Ensino Superior,Ensino Superior,Serviços,other,Outro,Mãe,Até 15 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Não,Não,Excelente,Baixo,Muito Baixo,Muito Baixo,Baixo,Razoavel,6,12,11
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,other,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Não,Bom,Alto,Alto,Muito Baixo,Moderado,Muito Ruim,2,14,16
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Médio,other,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Razoavel,Alto,Muito Alto,Baixo,Alto,Muito Ruim,16,11,9
Gabriel Pereira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Médio,Ensino Médio,Serviços,Saúde,Perto de Casa,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Razoavel,Baixo,Alto,Baixo,Alto,Bom,10,10,10
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Do Lar,other,Perto de Casa,Pai,15 a 30 min,"Até 2h,",Não,Sim,Não,Não,Sim,Sim,Não,Não,Razoavel,Moderado,Moderado,Muito Baixo,Alto,Razoavel,4,12,13
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,Do Lar,Preferência pelo Curso,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Bom,0,12,12
Gabriel Pereira,Mulher,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,Serviços,Reputação,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Muito Alto,Muito Baixo,Baixo,Muito Bom,0,11,10
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,Do Lar,other,Reputação,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Bom,Moderado,Alto,Muito Baixo,Muito Baixo,Muito Bom,12,12,12
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Serviços,Professor,Outro,Mãe,Até 15 min,2 a 5h,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Ruim,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Razoavel,0,13,13
Gabriel Pereira,Homem,18,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Mãe,15 a 30 min,2 a 5h,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Razoavel,Moderado,Moderado,Muito Alto,Muito Alto,Bom,9,10,9
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Serviços,Perto de Casa,Mãe,Até 15 min,5 a 10h,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Excelente,Moderado,Baixo,Muito Baixo,Muito Baixo,Muito Bom,4,15,16
Gabriel Pereira,Mulher,18,Rural,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 1,other,other,Reputação,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Moderado,Moderado,Muito Baixo,Muito Baixo,Bom,4,8,8
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,other,other,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Não,Excelente,Moderado,Alto,Muito Baixo,Moderado,Razoavel,2,17,18
Gabriel Pereira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Médio,Serviços,Serviços,Reputação,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Não,Excelente,Moderado,Moderado,Muito Baixo,Moderado,Razoavel,0,10,11
Gabriel Pereira,Homem,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,Do Lar,other,Preferência pelo Curso,Mãe,Mais de 1h,2 a 5h,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Moderado,Baixo,Alto,Muito Alto,Razoavel,2,9,10
Gabriel Pereira,Mulher,17,Urbano,Acima de 3,Separados,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Preferência pelo Curso,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Razoavel,Baixo,Moderado,Muito Baixo,Baixo,Razoavel,0,15,15
Gabriel Pereira,Mulher,17,Urbano,Até 3,Morando Juntos,Ensino Superior,Ensino Médio,Saúde,other,Reputação,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Razoavel,Baixo,Moderado,Muito Baixo,Baixo,Razoavel,0,14,12
Gabriel Pereira,Homem,17,Rural,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Preferência pelo Curso,Pai,15 a 30 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Muito Alto,Baixo,Muito Baixo,Muito Baixo,Muito Ruim,0,12,13
Gabriel Pereira,Homem,17,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Professor,Professor,Reputação,Mãe,Até 15 min,2 a 5h,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Bom,Muito Alto,Muito Alto,Muito Baixo,Moderado,Ruim,0,13,13
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Superior,Ensino Superior,Saúde,other,Reputação,Pai,Até 15 min,2 a 5h,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Bom,Baixo,Alto,Baixo,Alto,Muito Ruim,0,13,13
Gabriel Pereira,Homem,16,Urbano,Até 3,Morando Juntos,Ensino Fundamental 1,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Razoavel,Alto,Baixo,Muito Baixo,Muito Baixo,Muito Bom,2,9,9
Gabriel Pereira,Homem,16,Urbano,Acima de 3,Morando Juntos,Ensino Médio,Ensino Fundamental 2,Do Lar,other,Reputação,Mãe,15 a 30 min,5 a 10h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Moderado,Moderado,Muito Baixo,Moderado,Ruim,0,12,12
Gabriel Pereira,Homem,17,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,other,other,Perto de Casa,Pai,Até 15 min,2 a 5h,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Bom,Alto,Baixo,Muito Alto,Muito Alto,Bom,0,16,16
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,Até 15 min,"Até 2h,",Não,Não,Não,Não,Sim,Sim,Sim,Sim,Bom,Muito Alto,Baixo,Muito Baixo,Muito Baixo,Muito Bom,4,9,10
Gabriel Pereira,Mulher,16,Urbano,Acima de 3,Separados,Ensino Superior,Ensino Fundamental 1,other,other,Perto de Casa,Mãe,Até 15 min,2 a 5h,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Excelente,Moderado,Moderado,Muito Baixo,Baixo,Muito Bom,0,14,13
Gabriel Pereira,Mulher,18,Urbano,Até 3,Separados,Ensino Fundamental 2,Ensino Superior,Serviços,other,Preferência pelo Curso,Mãe,15 a 30 min,2 a 5h,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Bom,Moderado,Moderado,Muito Baixo,Muito Baixo,Razoavel,18,10,10
Gabriel Pereira,Mulher,18,Urbano,Até 3,Morando Juntos,Ensino Fundamental 2,Ensino Fundamental 2,Do Lar,Serviços,Preferência pelo Curso,Mãe,Até 15 min,2 a 5h,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Excelente,Moderado,Muito Baixo,Muito Baixo,Muito Baixo,Muito Bom,16,9,8
